filename,duration,model,transcription,processing_time,processing_time_per_duration,status
dataset/kaggle/Speaker0036/Speaker0036_007.wav,60004.85 ms,vosk,they did to share lives highest good the spiritual life then may be described by it's characteristic marks of serenity a certain inwardness a measure of saintliness by the ladder we are not to understand merely the aspiration after virtue or after a lofty ideal still pursued and still eluding but to a certain extent the embodiment of this ideal and the life virtue become a normal experience like the inhalation and exhalation of breath moreover the spiritually minded seem always to be possessed of a great secret this air of interior knowledge of the perception of that which is hidden from the uninitiated is a common mark of all refinement aesthetic as well as moral in studying the face of leonardo da vinci's mona lisa for instance one will find that it is this interior inside that explains the so called cryptic smile and,5526.82 ms,0.09,Success
dataset/kaggle/Speaker0036/Speaker0036_009.wav,60030.88 ms,mlx_whisper," Such as the Reformation of Prisons, the improvement of the dwellings of the poor, are yet higher ends. But above all these is the highest end that of moral completeness of perfection, not in one particular, but in every particular. Spirituality consists in always keeping in view this supreme end. The spiritually-minded person is one who regards whatever he undertakes from the point of view of its hindering or furthering his attainment of the supreme end. If a river had a consciousness like the human consciousness, we might imagine that it hears the murmur of the distance C from the very moment when it leaves its source, and that the murmur grows clearer and clearer as the river flows on its way. Welcoming every tributary it receives as adding to the volume which it will contribute to the C. Rejoicing it every turn and bend in its long course that brings it nearer to its goal.",969.76 ms,0.02,Success
dataset/kaggle/Speaker0036/Speaker0036_009.wav,60030.88 ms,apple_speech,,101.24 ms,0.00,Success
dataset/kaggle/Speaker0036/Speaker0036_009.wav,60030.88 ms,whisper_cpp,"[t0=0, t1=688, text=Such as the reformation of prisons, the improvement of the dwellings of the poor, are yet higher ends., t0=688, t1=1344, text=But above all these is the highest end, that of moral completeness, of perfection, not in one, t0=1344, t1=2096, text=particular, but in every particular. Spirituality consists in always keeping in view this supreme end., t0=2096, t1=2640, text=The spiritually-minded person is one who regards whatever he undertakes,, t0=2640, t1=3112, text=from the point of view of its hindring or furthering his attainment of the supreme end., t0=3112, t1=3744, text=If a river had a consciousness like the human consciousness, we might imagine that it hears the, t0=3744, t1=4272, text=murmur of the distance sea from the very moment when it leaves its source, and that the murmur, t0=4272, t1=4968, text=grows clearer and clearer as the river flows on its way. Welcoming every tributary it receives,, t0=4968, t1=5600, text=has adding to the volume which it will contribute to the sea, rejoicing at every turn and bend, t0=5600, t1=5928, text=in its long course that brings it nearer to its goal.]",1162.42 ms,0.02,Success
dataset/kaggle/Speaker0036/Speaker0036_009.wav,60030.88 ms,openai_whisper," Such as the reformation of prisons, the improvement of the dwellings of the poor, are yet higher ends. But above all these is the highest end, that of moral completeness, of perfection, not in one particular, but in every particular. Spirituality consists in always keeping in view this supreme end. The spiritually-minded person is one who regards whatever he undertakes, from the point of view of its hindring or furthering, his attainment of the supreme end. If a river had a consciousness like the human consciousness, we might imagine that it hears the murmur of the distance sea from the very moment when it leaves its source, and that the murmur grows clearer and clearer as the river flows on its way. Welcoming every tributary it receives, has adding to the volume which it will contribute to the sea, rejoicing at every turn and bend in its long course that brings it nearer to its goal.",2459.99 ms,0.04,Success
dataset/kaggle/Speaker0036/Speaker0036_009.wav,60030.88 ms,vosk,such as the reformation of prisons the improvement of the dwellings of the poor are yet higher hands but above all these is the highest and that of moral completeness of perfection not in one particular but in every particular spirituality consistent always keeping in view this supreme and the spiritually minded person is one who regards whatever he undertakes from the point of view of it's hindering or furthering is attainment of the supreme and if a river had a consciousness like the human consciousness we might imagine that it here's the murmur of the distant see from the very moment when it leaves it's source and that the murmur grows clearer and clearer as the river flows on it's way welcoming every tributary it receives as adding to the volume which it will contribute to the see rejoicing at every turn and bend in it's long course that brings in nearer to it's goal,5619.26 ms,0.09,Success
dataset/kaggle/Speaker0036/Speaker0036_011.wav,60030.88 ms,mlx_whisper," Thus, expect us. Then the stations on the way are unable to captivate our attention. We are impatient to pass them by. We welcome each one as we approach it as bringing us one step nearer to the desired goal. Some such analogy will help us understand the inner state of a spiritually-minded person. He thinks always of the ultimate end. In whatever he does or omits to do, he asks himself, will it advance me or divert me from the ultimate goal. Since spirituality consists in keeping in mind the ultimate goal, it follows in accordance with what was said in the beginning, that there must be various types of spirituality corresponding to the various ways in which the ultimate goal is conceived. For those to whom the final end of human life is union with God, the divine Father, the thought of this divine Father gives color and complexion to their spiritual life. They think of him when they...",1077.77 ms,0.02,Success
dataset/kaggle/Speaker0036/Speaker0036_011.wav,60030.88 ms,apple_speech,,100.29 ms,0.00,Success
dataset/kaggle/Speaker0036/Speaker0036_011.wav,60030.88 ms,whisper_cpp,"[t0=0, t1=640, text=Thus, expect us. Then the stations on the way are unable to captivate our attention., t0=640, t1=1292, text=We are impatient to pass them by. We welcome each one as we approach it as bringing us one, t0=1292, t1=1648, text=step nearer to the desired goal., t0=1648, t1=2224, text=Some such analogy will help us understand the inner state of a spiritually-minded person., t0=2224, t1=2832, text=He thinks always of the ultimate end. In whatever he does or omits to do, he asks himself,, t0=2832, t1=3424, text=""It advance me or divert me from the ultimate goal. Since spirituality consists in keeping, t0=3424, t1=3952, text=in mind the ultimate goal, it follows, in accordance with what was said in the beginning,, t0=3952, t1=4504, text=that there must be various types of spirituality, corresponding to the various ways in which, t0=4504, t1=5144, text=the ultimate goal is conceived. For those to whom the final end of human life is union with God,, t0=5144, t1=5736, text=the divine father, the thought of this divine father, gives color and complexion to their spiritual, t0=5736, t1=6004, text=life. They think of him when they]",924.24 ms,0.02,Success
dataset/kaggle/Speaker0036/Speaker0036_011.wav,60030.88 ms,openai_whisper," Thus, expect us. Then the stations on the way are unable to captivate our attention. We are impatient to pass them by. We welcome each one as we approach it as bringing us one step nearer to the desired goal. Some such analogy will help us understand the inner state of a spiritually-minded person. He thinks always of the ultimate end. In whatever he does or omits to do, he asks himself, it advance me or divert me from the ultimate goal. Since spirituality consists in keeping in mind the ultimate goal, it follows, in accordance with what was said in the beginning, that there must be various types of spirituality, corresponding to the various ways in which the ultimate goal is conceived. For those to whom the final end of human life is union with God, the divine father, the thought of this divine father gives color and complexion to their spiritual life. They think of him when they-",2739.46 ms,0.05,Success
dataset/kaggle/Speaker0036/Speaker0036_011.wav,60030.88 ms,vosk,thus expects us then the stations on the way are unable to captivate our attention we are impatient to pass them by we welcome each one as we approach it as bringing us one step nearer to the desired goal some such analogy will help us understand the interstate of a spiritually minded person he thinks always have the ultimate end in whatever he does or omit to do he asks himself will it advance me or divert me from the ultimate goal since spirituality consists in keeping in mind the ultimate goal it follows in accordance with what was said in the beginning that there must be various types of spirituality corresponding to the various ways in which the ultimate goal is conceived for those to whom the final end of human life is union with god the divine father the thought of this divine father gives color and complex into their spiritual life may think of him when they,5709.91 ms,0.10,Success
dataset/kaggle/Speaker0036/Speaker0036_013.wav,60030.88 ms,mlx_whisper," re-particular, and who was influenced by that thought at all times, and in all things. Spirituality, in this conception of it, is nothing but morality, raised to its highest power. And now, let us ask what are some of the conditions on which the attainment of such a life depends? The prime condition is to acquire the habit of ever and non-detaching oneself from one's accustomed interests and pursuits, becoming, as it were, a spectator of oneself and one's doings, escaping from the sweeping current and standing on the shore. For this purpose, it is advisable to consecrate certain times, preferably a certain time each day, to self-recollection, to dedicate an hour, or a half hour, if no more can be spared, to seeing one's life in all its relations. That is, as the poet has put it, to seeing life steadily and seeing it whole.",1013.28 ms,0.02,Success
dataset/kaggle/Speaker0036/Speaker0036_013.wav,60030.88 ms,apple_speech,,100.48 ms,0.00,Success
dataset/kaggle/Speaker0036/Speaker0036_013.wav,60030.88 ms,whisper_cpp,"[t0=0, t1=640, text=every particular, and who was influenced by that thought at all times, and in all things., t0=640, t1=1256, text=Spirituality, in this conception of it, is nothing but morality, raised to its highest power., t0=1256, t1=1904, text=And now, let us ask, what are some of the conditions on which the attainment of such a life, t0=1904, t1=2572, text=depends? The prime condition is to acquire the habit of ever and a non-detaching one's, t0=2572, t1=3140, text=self, from one's accustomed interests and pursuits, becoming, as it were, a spectator of, t0=3140, t1=3800, text=one's self and one's doings, escaping from the sweeping current and standing on the shore., t0=3800, t1=4336, text=For this purpose, it is advisable to consecrate certain times, preferably a certain time, t0=4336, t1=4932, text=each day, to self-recollection, to dedicate an hour or a half hour, if no more can be, t0=4932, t1=5628, text=spared, to seeing one's life in all its relations. That is, as the poet has put it, to seeing, t0=5628, t1=5952, text=life steadily and seeing it whole.]",1337.75 ms,0.02,Success
dataset/kaggle/Speaker0036/Speaker0036_013.wav,60030.88 ms,openai_whisper," every particular, and who was influenced by that thought at all times, and in all things. Spirituality, in this conception of it, is nothing but morality, raised to its highest power. And now, let us ask, what are some of the conditions on which the attainment of such a life depends? The prime condition is to acquire the habit of ever and a non-detaching one's self, from one's accustomed interests and pursuits, becoming, as it were, a spectator of one's self and one's doings, escaping from the sweeping current and standing on the shore. For this purpose, it is advisable to consecrate certain times, preferably a certain time each day, to self-recollection, to dedicate an hour or a half hour, if no more can be spared, to seeing one's life in all its relations. That is, as the poet has put it, to seeing life steadily and seeing it whole. The same...",3110.09 ms,0.05,Success
dataset/kaggle/Speaker0036/Speaker0036_013.wav,60030.88 ms,vosk,very particular and who was influenced by that thought at all times and in all things spirituality in this conception of it is nothing but morality raised to it's highest power and now let us ask what are some of the conditions on which the attainment of such a life depends the prime condition is to acquire the habit of ever and and on detaching oneself from ones accustomed interests and pursuits becoming as it were a spectator of oneself and one's doings escaping from the sweeping current and standing on the shore for this purpose it is advisable to consecrate certain times preferably a certain time each day to self recollection to dedicate an hour or a half hour if no more can be spared to seeing one's life in all it's relations that is as the poet has put it to seeing life steadily and seeing it whole the same,6378.76 ms,0.11,Success
dataset/kaggle/Speaker0036/Speaker0036_014.wav,60030.88 ms,mlx_whisper," View is to see things in their relation to other things. The non-sane view is to see them isolated in such a way that they exercise a kind of hypnotic spell over us. And it makes no difference what a man's habitual interests may be, whether they be sorted or lofty, he needs ever and a non to get away from them. In reality, nothing where with a man occupies himself need be sorted. The spiritual attitude does not consist in turning once back on things mundane, then fixing once gaze on some supernal blaze of glory, but rather in seeing things mundane in their relation to things ultimate, perfect. The eating of bread is surely a sufficiently common place operation. Yet Jesus broke bread with his disciples in such way that that simple act has become the symbol of sublimely spiritual relations. The center of the most august right of the Christian.",1210.50 ms,0.02,Success
dataset/kaggle/Speaker0036/Speaker0036_014.wav,60030.88 ms,apple_speech,,101.38 ms,0.00,Success
dataset/kaggle/Speaker0036/Speaker0036_014.wav,60030.88 ms,whisper_cpp,"[t0=0, t1=348, text=View is to see things in their relation to other things., t0=348, t1=972, text=The non-sein view is to see them isolated in such a way that they exercise a kind of hypnotic, t0=972, t1=1168, text=spell over us., t0=1168, t1=1624, text=And it makes no difference what a man's habitual interests may be, whether they be, t0=1624, t1=1816, text=sordid or lofty., t0=1816, t1=2152, text=He needs ever and a non to get away from them., t0=2152, t1=2644, text=In reality, nothing where with a man occupies himself need be sordid., t0=2644, t1=3220, text=The spiritual attitude does not consist in turning one's back on things mundane, then fixing, t0=3220, t1=3900, text=one's gaze on some supernal blaze of glory, but rather in seeing things mundane in their, t0=3900, t1=4136, text=relation to things ultimate., t0=4136, t1=4332, text=Perfect., t0=4332, t1=4784, text=The eating of bread is surely a sufficiently commonplace operation., t0=4784, t1=5384, text=Yet, Jesus broke bread with his disciples in such a way that that simple act has become, t0=5384, t1=5940, text=the symbol of sublimely spiritual relations, the center of the most august rite of the]",983.77 ms,0.02,Success
dataset/kaggle/Speaker0036/Speaker0036_014.wav,60030.88 ms,openai_whisper," View is to see things in their relation to other things. The non-sein view is to see them isolated in such a way that they exercise a kind of hypnotic spell over us. And it makes no difference what a man's habitual interests may be, whether they be sordid or lofty. He needs ever and a non to get away from them. In reality, nothing where with a man occupies himself need be sordid. The spiritual attitude does not consist in turning once back on things mundane, then fixing one's gaze on some supernal blaze of glory, but rather in seeing things mundane, in their relation to things ultimate, perfect. The eating of bread is surely a sufficiently commonplace operation. Yet, Jesus broke bread with his disciples in such a way that that simple act has become the symbol of sublimely spiritual relations, the center of the most august right of the Christian.",2618.17 ms,0.04,Success
dataset/kaggle/Speaker0036/Speaker0036_014.wav,60030.88 ms,vosk,who is to see things in their relation to other things the non same view is to see them isolated in such a way that they exercise a kind of hypnotic spell over us and it makes no difference what a man's habitual interests may be whether they be sorted or lofty he needs ever and a non to get away from them in reality nothing were with a man occupies himself need be sorted the spiritual attitude does not consist and turning one's back on things mundane than fixing ones gaze on some supernovae blaze of glory but rather in seeing things mundane in their relation to things ultimate perfect the eating of bread is surely a sufficiently commonplace operation yeah jesus broke bread with his disciples in such way that that simple act has become the symbol of sublimely spiritual relations the center of the most august right of the christian,5596.48 ms,0.09,Success
dataset/kaggle/Speaker0036/Speaker0036_015.wav,60004.85 ms,mlx_whisper," Church. In like manner, the act of sitting down to an ordinary meal with the members of our family may have seen in its relations be for us a spiritual consecration. The common meal may become for us the type of the common life we share, the common love we bear. On the other hand, seemingly much more lofty pursuits may have a narrowing and deadening effect on us if we do not see them in their ultimate relations, and so divest them of reference to life's highest end. For instance, the pursuit of science may have this effect, if the sole object of the scientist be to perform some astonishing piece of work for the purpose of attracting attention or to secure a well-saliant position, or even if he be so wedded to his specialty, has to fail to be sensitive to the relations of it to the body of truth in general. And the same holds good of the narrow-minded reformer, of whom Emerson has said that",1132.25 ms,0.02,Success
dataset/kaggle/Speaker0036/Speaker0036_015.wav,60004.85 ms,apple_speech,Church in Lake Manor the act of sitting down to an ordinary meal with the members of our family may have seen and its relations be for us a spiritual consecration the common meal may be come for us the type of the common life we share the common love we bear on the other hand seemingly much more lofty pursuits may have a narrowing and deadening effect on us if we do not see them in their ultimate relations and so I asked them of reference to life's highest end for instance the pursuit of science may have this effect if the soul object of the scientist be to perform some astonishing piece of work for the purpose of attracting attention or to secure a well salary position or even if he be so wetted to his specialty has to fail to be sensitive to the relations of it to the body of truth in general and the same holds good of the narrow minded reformer of whom Emerson has said,7972.79 ms,0.13,Success
dataset/kaggle/Speaker0036/Speaker0036_015.wav,60004.85 ms,whisper_cpp,"[t0=0, t1=576, text=Church. In like manner, the act of sitting down to an ordinary meal with the members of our, t0=576, t1=1256, text=family may, have seen in its relations, be for us a spiritual consecration. The common meal, t0=1256, t1=1992, text=may become for us, the type of the common life we share, the common love we bear. On the other hand,, t0=1992, t1=2520, text=seemingly much more lofty pursuits may have a narrowing and deadening effect on us,, t0=2520, t1=3096, text=if we do not see them in their ultimate relations, and so divest them of reference to life's, t0=3096, t1=3728, text=highest end. For instance, the pursuit of science may have this effect, if the sole object of the, t0=3728, t1=4312, text=scientist be to perform some astonishing piece of work for the purpose of attracting attention,, t0=4312, t1=4880, text=or to secure a well-salloried position, or even if he be so wedded to his specialty,, t0=4880, t1=5520, text=has to fail to be sensitive to the relations of it, to the body of truth in general, and the same, t0=5520, t1=5992, text=holds good of the narrow-minded reformer, of whom Emerson has said that]",977.19 ms,0.02,Success
dataset/kaggle/Speaker0036/Speaker0036_015.wav,60004.85 ms,openai_whisper," Church. In like manner, the act of sitting down to an ordinary meal with the members of our family may, have seen in its relations, be for us a spiritual consecration. The common meal may become for us, the type of the common life we share, the common love we bear. On the other hand, seemingly much more lofty pursuits may have a narrowing and deadening effect on us, if we do not see them in their ultimate relations, and so divest them of reference to life's highest end. For instance, the pursuit of science may have this effect, if the sole object of the scientist be to perform some astonishing piece of work for the purpose of attracting attention, or to secure a well-salaried position, or even if he be so wedded to his specialty, has to fail to be sensitive to the relations of it, to the body of truth in general, and the same holds good of the narrow-minded reformer, of whom Emerson has said the",3360.89 ms,0.06,Success
dataset/kaggle/Speaker0036/Speaker0036_015.wav,60004.85 ms,vosk,church in like manner the act of sitting down to an ordinary meal with the members of our family may have seen in it's relations before us a spiritual consecration the common meal may become for us the type of the common life we share the common love we bear on the other hand seemingly much more lofty pursuits may have a narrowing and deadening effect on us if we do not see them in their ultimate relations and so diverse them of reference to lives highest and for instance the pursuit of science may have this effect if the sole object of the scientist be to perform some astonishing piece of work for the purpose of attracting attention or to secure a well salaried position or even if he be so wedded to his specialty as to fail to be sensitive to the relations of it to the body of truth in general and the same holds good of the narrow minded reformer of whom emerson has said that,7693.51 ms,0.13,Success
dataset/kaggle/Speaker0036/Speaker0036_017.wav,60030.88 ms,mlx_whisper," the ground of spirituality, for a salient characteristic of spirituality is calmness, and without the mental repose which comes of detachment, we cannot import calmness into our lives. There are some persons, notably among those engaged in philanthropic activities, who glory in being completely engrossed in their tasks, and who hug a secret sense of martyrdom. When laid at night, perhaps worn out in mind and body, they throw themselves upon their couch to snatch a few hours of insufficient sleep. Great occasions, of course, do occur when every thought of self should be a faced in service, but as a rule, complete absorption and philanthropic activity is as little sane and as little moral as complete absorption in the race for gain. The tired and worn out worker cannot do justice to others, nor can he do justice to that inner self, whose demands are not satisfied even by philanthropic activity.",1164.15 ms,0.02,Success
dataset/kaggle/Speaker0036/Speaker0036_017.wav,60030.88 ms,apple_speech,,100.28 ms,0.00,Success
dataset/kaggle/Speaker0036/Speaker0036_017.wav,60030.88 ms,whisper_cpp,"[t0=0, t1=628, text=The ground of spirituality, for a salient characteristic of spirituality is calmness, and, t0=628, t1=1260, text=without the mental repose which comes of detachment, we cannot import calmness into our lives., t0=1260, t1=1816, text=There are some persons, notably among those engaged in philanthropic activities, who glory, t0=1816, t1=2368, text=and being completely engrossed in their tasks, and who hug a secret sense of martyrdom,, t0=2368, t1=2872, text=when late at night, perhaps worn out in mind and body, they throw themselves upon their, t0=2872, t1=3292, text=couch to snatch a few hours of insufficient sleep., t0=3292, t1=3880, text=Great occasions, of course, do occur when every thought of self should be a face in service,, t0=3880, t1=4520, text=but as a rule, complete absorption in philanthropic activity is as little sane, and as little, t0=4520, t1=4932, text=moral as complete absorption in the race for gain., t0=4932, t1=5492, text=The tired and worn out worker cannot do justice to others, nor can he do justice to that, t0=5492, t1=5988, text=in herself, whose demands are not satisfied even by philanthropic activity.]",1053.82 ms,0.02,Success
dataset/kaggle/Speaker0036/Speaker0036_017.wav,60030.88 ms,openai_whisper," The ground of spirituality, for a salient characteristic of spirituality is calmness, and without the mental repose which comes of detachment, we cannot import calmness into our lives. There are some persons, notably among those engaged in philanthropic activities, who glory and being completely engrossed in their tasks, and who hug a secret sense of martyrdom, when late at night, perhaps worn out in mind and body, they throw themselves upon their couch to snatch a few hours of insufficient sleep. Great occasions, of course, do occur when every thought of self should be a face in service, but as a rule, complete absorption in philanthropic activity is as little sane, and as little moral as complete absorption in the race for gain. The tired and worn out worker cannot do justice to others, nor can he do justice to that in herself, whose demands are not satisfied even by philanthropic activity.",2792.48 ms,0.05,Success
dataset/kaggle/Speaker0036/Speaker0036_017.wav,60030.88 ms,vosk,the ground of spirituality for a salient characteristic of spirituality is calmness and without the mental repos which comes of detachment we cannot import calmness into our lives there are some persons notably among those engaged in philanthropic activities who glory and being completely engrossed in their tasks and who hog a secret sense of martyrdom when late at night perhaps worn out in mind and body they throw themselves upon their couch to snatch a few hours of insufficient sleep great occasions of course do occur when every thought of self should be a faced in service but as a rule complete absorption and philanthropic activity is as little sane and as little moral as complete absorption in the race for gain the tired and worn out worker cannot do justice to others nor can he do justice to that inner self who's demands are not satisfied even by philanthropic activity,6007.60 ms,0.10,Success
dataset/kaggle/Speaker0036/Speaker0036_019.wav,60030.88 ms,mlx_whisper," uped reiterated in many religions by many experts in things relating to the life of the soul. Live as if this hour were thy last. You will recall, as I pronounce these words, the Memento Mori of the ancients, their custom of exhibiting a skeleton at the feast, in order to remind the bankwaters of the fate that awaited them. You will remember the other worldliness of Christian monks and aesthetics who decried this pleasant earth as a veil of tears, and endeavored to fix the attention of their followers upon the pale joys of the Christian heaven, and you will wonder perhaps that I should be harking back to these conceptions of the past. I have, however, no such intention. The prevailing attitude toward the thought of death is that of studied neglect. Men wish to face it as little as possible, we know of course what the fate is that awaits us. We know what are the terms of the compact. Now and again we are momentarily",1497.64 ms,0.02,Success
dataset/kaggle/Speaker0036/Speaker0036_019.wav,60030.88 ms,apple_speech,,100.99 ms,0.00,Success
dataset/kaggle/Speaker0036/Speaker0036_019.wav,60030.88 ms,whisper_cpp,"[t0=0, t1=624, text=Reiterated in many religions by many experts in things relating to the life of the soul., t0=624, t1=1008, text=Live as if this hour worth I last., t0=1008, t1=1576, text=You will recall, as I pronounced these words, the memento-mory of the ancients, their custom, t0=1576, t1=2068, text=of exhibiting a skeleton at the feast, in order to remind the banqueters of the fate, t0=2068, t1=2236, text=that awaited them., t0=2236, t1=2696, text=You will remember the other worldliness of Christian monks in ascetics who decried this, t0=2696, t1=3268, text=pleasant earth as a veil of tears, and endeavored to fix the attention of their followers, t0=3268, t1=3768, text=upon the pale joys of the Christian heaven, and you will wonder perhaps that I should, t0=3768, t1=4132, text=be harking back to these conceptions of the past., t0=4132, t1=4484, text=I have, however, no such intention., t0=4484, t1=4956, text=The prevailing attitude toward the thought of death is that of studied neglect., t0=4956, t1=5236, text=Men wish to face it as little as possible., t0=5236, t1=5548, text=We know, of course, what the fate is that awaits us., t0=5548, t1=5820, text=We know what are the terms of the compact., t0=5820, t1=6020, text=And now and again, we are momentarily]",1231.83 ms,0.02,Success
dataset/kaggle/Speaker0036/Speaker0036_019.wav,60030.88 ms,openai_whisper," Reiterated in many religions by many experts in things relating to the life of the soul. Live as if this hour worth I last. You will recall, as I pronounced these words, the memento-mory of the ancients, their custom of exhibiting a skeleton at the feast, in order to remind the banqueters of the fate that awaited them. You will remember the other worldliness of Christian monks in ascetics who decried this pleasant earth as a veil of tears, and endeavored to fix the attention of their followers upon the pale joys of the Christian heaven, and you will wonder perhaps that I should be harking back to these conceptions of the past. I have, however, no such intention. The prevailing attitude toward the thought of death is that of studied neglect. Men wish to face it as little as possible. We know, of course, what the fate is that awaits us. We know what are the terms of the compact. Now and again, we are momentarily-",3242.87 ms,0.05,Success
dataset/kaggle/Speaker0036/Speaker0036_019.wav,60030.88 ms,vosk,abd reiterated in many religions by many experts in things relating to the life of the soul live as if this hour worth i last you will recall as i pronounce these words the memento mori of the ancients their custom of exhibiting a skeleton at the feast in order to remind the bank winners of the think that awaited them you will remember the otherworldliness of christian monks and aesthetics who decry this pleasant earth as a vale of tears and endeavored to fix the attention of their followers upon the pale joys of the christian haven't and you will wonder perhaps that i should be harking back to these conceptions of the past i have however no such intention the prevailing attitude toward the thought of death is that have studied neglect men wish to face it as little as possible we know of course what the fate is that awaits us we know what are the terms of the compact now and again we are momentarily,6859.99 ms,0.11,Success
dataset/kaggle/Speaker0036/Speaker0036_021.wav,60030.88 ms,mlx_whisper," There is a general understanding that those who go shall not mather composer of those who stay, and that public decorum shall not be disturbed by outchrise. This is the boldly secular view of the matter, and this view, though based on low considerations in some respects, is sounding off. And yet I reiterate the opinion that to live as if this hour were our last, in other words, to frankly face the idea of death, is most conducive to the spiritual life. It is for the sake of the reflex action upon life, that the practice of coming to a right understanding with death is so valuable. Take the case of a man who calls on his physician, and there unexpectedly discovers that he is afflicted with a fatal malady, and is told that he may have only a few months longer to live. This visit to the physician has changed the whole complexion of life for him. What will be the effect upon him?",1280.23 ms,0.02,Success
dataset/kaggle/Speaker0036/Speaker0036_021.wav,60030.88 ms,apple_speech,,100.33 ms,0.00,Success
dataset/kaggle/Speaker0036/Speaker0036_021.wav,60030.88 ms,whisper_cpp,"[t0=0, t1=588, text=""There is a general understanding that those who go shall not mar the composure of those, t0=588, t1=1188, text=who stay, and that public decorum shall not be disturbed by out-cries."", t0=1188, t1=1824, text=This is the boldly secular view of the matter, and this view, though based on low considerations,, t0=1824, t1=2076, text=in some respects is sounding off., t0=2076, t1=2672, text=And yet I reiterate the opinion that to live as if this hour were our last, in other words,, t0=2672, t1=3256, text=to frankly face the idea of death, is most conducive to the spiritual life., t0=3256, t1=3720, text=It is for the sake of the reflex action upon life that the practice of coming to a right, t0=3720, t1=4104, text=understanding with death is so valuable., t0=4104, t1=4640, text=Take the case of a man who calls on his physician, and there unexpectedly discovers that, t0=4640, t1=5136, text=he is afflicted with a fatal malady, and is told that he may have only a few months longer, t0=5136, t1=5288, text=to live., t0=5288, t1=5796, text=This visit to the physician has changed the whole complexion of life for him., t0=5796, t1=5960, text=What will be the effect upon him?]",1914.98 ms,0.03,Success
dataset/kaggle/Speaker0036/Speaker0036_021.wav,60030.88 ms,openai_whisper," peace. There is a general understanding that those who go shall not mar the composure of those who stay, and that public decorum shall not be disturbed by out cries. This is the boldly secular view of the matter, and this view, though based on low considerations, in some respects is sounding off. And yet I reiterate the opinion that to live as if this hour were our last, in other words, to frankly face the idea of death, is most conducive to the spiritual life. It is for the sake of the reflex action upon life, that the practice of coming to a right understanding with death is so valuable. Take the case of a man who calls on his physician, and there unexpectedly discovers that he is afflicted with a fatal malady, and is told that he may have only a few months longer to live. This visit to the physician has changed the whole complexion of life for him. What will be the effect upon him?",4251.70 ms,0.07,Success
dataset/kaggle/Speaker0036/Speaker0036_021.wav,60030.88 ms,vosk,he's there is a general understanding that those who go shall not mar the composer of those who stay and that public decorum shall not be disturbed by outcries this is the baldly secular view of the matter and this view though based on low considerations in some respects is sound enough and yet i reiterate the opinion that to live as if this our were our last in other words to frankly face the idea of death is most conducive to the spiritual life it is for the sake of the reflex action upon life that the practice of coming to a right understanding with death is so valuable take the case of a man who calls on his position than their unexpectedly discovers that he is afflicted with a fatal malady and is told that he may have only a few months longer to live this visit to the position has changed the whole complex of life for him what will be the effect upon him,6291.87 ms,0.10,Success
dataset/kaggle/Speaker0036/Speaker0036_023.wav,60004.85 ms,mlx_whisper," continued. If he be the father of a family, he will provide with a wise solicitude as far as possible for every contingency. He will dispose of matters now as if he could see what will happen after his departure. On the other hand, all that is vain or frivolous, every vile pleasure, gambling, cruelty, harsh language to wife or child, trickery and business, social snobbishness, all the base traits that disfigure human conduct, he will now recoil from with horror as being in Congress with the solemn realization of his condition. The frank facing of death, therefore, has the effect of sifting out the true values of life from the false. The things that are worthwhile from the things that are not worthwhile, the things that are related to the highest end, from those related to the lower partial ends. The precept, live as if this hour were thy last, is enjoying as a touchstone, not for the person.",1432.35 ms,0.02,Success
dataset/kaggle/Speaker0036/Speaker0036_023.wav,60004.85 ms,apple_speech,Continued if he be the father of a family he will provide with a wise solitude as far as possible for every contingency he will dispose of matters now as if he could see what will happen after his departure on the other hand all that is vain or frivolous every vile pleasure gambling cruelty harsh language to wife or child trickery and business social snobbishness all the base traits that disfigure human conduct he will now recoil from with horror as being in congruence with the solemn realization of his condition the Frank facing of death therefore has the effect of sifting out the true values of life from the falls the things that are worthwhile from the things that are not worthwhile the things that are related to the highest end from those related to the lower partial lens the precept live as if this hour where I last is enjoying as a touchstone not for the,6817.91 ms,0.11,Success
dataset/kaggle/Speaker0036/Speaker0036_023.wav,60004.85 ms,whisper_cpp,"[t0=0, t1=586, text=continued. If he be the father of a family, he will provide with a wise solicitude as far, t0=586, t1=1216, text=as possible for every contingency. He will dispose of matters now as if he could see what, t0=1216, t1=1808, text=will happen after his departure. On the other hand, all that is vain or frivolous, every, t0=1808, t1=2496, text=vile pleasure, gambling, cruelty, harsh language to wife or child, trickery and business,, t0=2496, t1=3068, text=social snobbishness, all the base traits that disfigure human conduct he will now recoil, t0=3068, t1=3664, text=from with horror as being incongruous with the solemn realization of his condition., t0=3664, t1=4176, text=The frank facing of death, therefore, has the effect of sifting out the true values of, t0=4176, t1=4776, text=life from the false. The things that are worthwhile from the things that are not worthwhile,, t0=4776, t1=5280, text=the things that are related to the highest end from those related to the lower partial, t0=5280, t1=5944, text=problems. The precept, live as if this hour worth I last, is enjoined as a touchstone,]",1049.87 ms,0.02,Success
